id,query,intent_json
1728,Disney+ Hotstar supernatural movies,"{""platform"": ""Disney+ Hotstar"", ""genre"": ""Supernatural""}"
1729,uri with ulaganayagan,"{""title"": ""Uri"", ""actor"": ""Kamal Haasan""}"
1730,top rated Bengali sports,"{""language"": ""Bengali"", ""genre"": ""Sports"", ""rating_type"": ""top rated""}"
1731,tiger shroff ki best sports film,"{""actor"": ""Tiger Shroff"", ""genre"": ""Sports"", ""rating_type"": ""top rated""}"
1732,is manjummel boys available on Netflix,"{""title"": ""Manjummel Boys"", ""platform"": ""Netflix"", ""query_type"": ""availability""}"
1733,bajrangi bhaijaan movie,"{""title"": ""Bajrangi Bhaijaan""}"
1734,Disney+ Hotstar punjabi,"{""platform"": ""Disney+ Hotstar"", ""language"": ""Punjabi""}"
1735,mani ratnam film jesi film suggest karo,"{""similar_to"": ""Mani Ratnam film""}"
1736,best kannada horror,"{""language"": ""Kannada"", ""genre"": ""Horror"", ""rating_type"": ""top rated""}"
1737,vijay gehraiyaan movie,"{""actor"": ""Vijay Deverakonda"", ""title"": ""Gehraiyaan""}"
1738,what are good biopic films on Disney+ Hotstar,"{""genre"": ""Biopic"", ""platform"": ""Disney+ Hotstar"", ""rating_type"": ""top rated""}"
1739,best horror movies of 2024,"{""genre"": ""Horror"", ""year"": 2024, ""rating_type"": ""top rated""}"
1740,kat ki best movie,"{""actor"": ""Katrina Kaif"", ""rating_type"": ""top rated""}"
1741,pushpa jesi film suggest karo,"{""similar_to"": ""Pushpa""}"
1742,koi sad movie suggest karo,"{""mood"": ""sad""}"
1743,bachchan sahab ka 2024 wala,"{""actor"": ""Amitabh Bachchan"", ""year"": 2024}"
1744,feel good films recommend karo,"{""mood"": ""feel good"", ""rating_type"": ""top rated""}"
1745,kat supernatural movie,"{""genre"": ""Supernatural"", ""actor"": ""Katrina Kaif""}"
1746,best comedy movies of 2022,"{""genre"": ""Comedy"", ""year"": 2022, ""rating_type"": ""top rated""}"
1747,what to watch on SonyLIV,"{""platform"": ""SonyLIV""}"
1748,bhool bhulaiyaa OTT release,"{""title"": ""Bhool Bhulaiyaa"", ""query_type"": ""availability""}"
1749,alia bhatt rocky aur rani movie,"{""actor"": ""Alia Bhatt"", ""title"": ""Rocky Aur Rani""}"
1750,vijay deverakonda psychological thriller 2024,"{""actor"": ""Vijay Deverakonda"", ""genre"": ""Psychological thriller"", ""year"": 2024}"
1751,hit tollywood horror film,"{""language"": ""Telugu"", ""genre"": ""Horror"", ""rating_type"": ""hit""}"
1752,top rated Hindi psychological thriller,"{""language"": ""Hindi"", ""genre"": ""Psychological thriller"", ""rating_type"": ""top rated""}"
1753,mirzapur ka rating kya hai,"{""title"": ""Mirzapur"", ""query_type"": ""rating/review""}"
1754,ayushman wali movie,"{""actor"": ""Ayushmann Khurrana""}"
1755,bunny ki films,"{""actor"": ""Allu Arjun""}"
1756,YouTube pe kya dekhein,"{""platform"": ""YouTube""}"
1757,movies starring mammootty,"{""actor"": ""Mammootty""}"
1758,shahenshah wali movie,"{""actor"": ""Amitabh Bachchan""}"
1759,sanjay bhansali ki best movie kaun si hai,"{""director"": ""Sanjay Leela Bhansali"", ""rating_type"": ""top rated""}"
1760,is omg 2 available on YouTube,"{""title"": ""OMG 2"", ""platform"": ""YouTube"", ""query_type"": ""availability""}"
1761,family movies of big b,"{""actor"": ""Amitabh Bachchan"", ""genre"": ""Family""}"
1762,dips new movie drishyam 2,"{""title"": ""Drishyam 2"", ""recency"": ""latest"", ""actor"": ""Deepika Padukone""}"
1763,ayushmann wali dilwale dulhania le jayenge,"{""actor"": ""Ayushmann Khurrana"", ""title"": ""Dilwale Dulhania Le Jayenge""}"
1764,top rated Bhojpuri action,"{""language"": ""Bhojpuri"", ""genre"": ""Action"", ""rating_type"": ""top rated""}"
1765,vikram vedha ke jaise aur koi hai kya,"{""similar_to"": ""Vikram Vedha""}"
1766,Disney+ Hotstar dark comedy movies,"{""platform"": ""Disney+ Hotstar"", ""genre"": ""Dark comedy""}"
1767,movies by rajamouli,"{""director"": ""SS Rajamouli""}"
1768,new bollywood horror,"{""language"": ""Hindi"", ""genre"": ""Horror"", ""recency"": ""latest""}"
1769,taapsee family movie,"{""actor"": ""Taapsee Pannu"", ""genre"": ""Family""}"
1770,raju hirani movies,"{""director"": ""Rajkumar Hirani""}"
1771,tamil mein crime film,"{""language"": ""Tamil"", ""genre"": ""Crime""}"
1772,mollywood supernatural,"{""language"": ""Malayalam"", ""genre"": ""Supernatural""}"
1773,kamal ke saare movies,"{""actor"": ""Kamal Haasan""}"
1774,kollywood 2022,"{""year"": 2022, ""language"": ""Tamil""}"
1775,thriller series,"{""content_type"": ""Web Series"", ""genre"": ""Thriller""}"
1776,similar to delhi crime,"{""similar_to"": ""Delhi Crime""}"
1777,ranveer ka 2024 wala,"{""actor"": ""Ranveer Singh"", ""year"": 2024}"
1778,light hearted movie,"{""mood"": ""light hearted""}"
1779,punjabi OTT show,"{""content_type"": ""Web Series"", ""language"": ""Punjabi""}"
1780,kgf chapter 2 jesi film suggest karo,"{""similar_to"": ""KGF Chapter 2""}"
1781,kangana film aspirants,"{""actor"": ""Kangana Ranaut"", ""title"": ""Aspirants""}"
1782,best mallu film web series,"{""content_type"": ""Web Series"", ""language"": ""Malayalam"", ""rating_type"": ""top rated""}"
1783,ranveer ka andhadhun,"{""actor"": ""Ranveer Singh"", ""title"": ""Andhadhun""}"
1784,what are good sci-fi films on YouTube,"{""genre"": ""Sci-Fi"", ""platform"": ""YouTube"", ""rating_type"": ""top rated""}"
1785,best tollywood binge worthy,"{""language"": ""Telugu"", ""rating_type"": ""top rated"", ""content_type"": ""Web Series"", ""query_type"": ""rating/review""}"
1786,movies like pagglait,"{""similar_to"": ""Pagglait""}"
1787,feeling happy movie,"{""mood"": ""happy""}"
1788,show me Punjabi movies from 2023,"{""language"": ""Punjabi"", ""year"": 2023}"
1789,kareena 2021 movie,"{""actor"": ""Kareena Kapoor"", ""year"": 2021}"
1790,vijay deverakonda ka 12th fail,"{""actor"": ""Vijay Deverakonda"", ""title"": ""12th Fail""}"
1791,drishyam 2 streaming kahan hai,"{""title"": ""Drishyam 2"", ""query_type"": ""availability""}"
1792,ranveer new movie shershaah,"{""actor"": ""Ranveer Singh"", ""title"": ""Shershaah"", ""recency"": ""latest""}"
1793,what to watch on Netflix,"{""platform"": ""Netflix""}"
1794,gulabo sitabo movie,"{""title"": ""Gulabo Sitabo""}"
1795,family mystery movies 2019,"{""genre"": ""Mystery"", ""year"": 2019, ""audience"": ""family""}"
1796,best thriller movies of 2023,"{""genre"": ""Thriller"", ""year"": 2023, ""rating_type"": ""top rated""}"
1797,best of zoya akhtar,"{""director"": ""Zoya Akhtar"", ""rating_type"": ""top rated""}"
1798,best movies on Disney+ Hotstar,"{""platform"": ""Disney+ Hotstar"", ""rating_type"": ""top rated""}"
1799,nawazuddin 2020 movie,"{""actor"": ""Nawazuddin Siddiqui"", ""year"": 2020}"
1800,is skanda available on SonyLIV,"{""title"": ""Skanda"", ""platform"": ""SonyLIV"", ""query_type"": ""availability""}"
1801,family drama movies 2024,"{""genre"": ""Drama"", ""year"": 2024, ""audience"": ""family""}"
1802,is brahmastra available on ZEE5,"{""title"": ""Brahmastra"", ""platform"": ""ZEE5"", ""query_type"": ""availability""}"
1803,katrina ki films,"{""actor"": ""Katrina Kaif""}"
1804,mohanlal ka 2023 wala,"{""actor"": ""Mohanlal"", ""year"": 2023}"
1805,srk sci-fi movie,"{""actor"": ""Shah Rukh Khan"", ""genre"": ""Sci-Fi""}"
1806,best superstar rajini movies,"{""actor"": ""Rajinikanth"", ""rating_type"": ""top rated""}"
1807,pk streaming kahan hai,"{""title"": ""PK"", ""query_type"": ""availability""}"
1808,bebo ke saare movies,"{""actor"": ""Kareena Kapoor""}"
1809,pk kahan dekhein,"{""title"": ""PK"", ""query_type"": ""availability""}"
1810,imtiaz ali movies,"{""director"": ""Imtiaz Ali""}"
1811,mammootty new movie aspirants,"{""actor"": ""Mammootty"", ""title"": ""Aspirants"", ""recency"": ""latest""}"
1812,if you liked the family man,"{""similar_to"": ""The Family Man""}"
1813,best movies on Amazon Prime,"{""platform"": ""Amazon Prime"", ""rating_type"": ""top rated""}"
1814,premalu rating,"{""title"": ""Premalu"", ""query_type"": ""rating/review""}"
1815,movies like badhaai ho,"{""similar_to"": ""Badhaai Ho""}"
1816,gujarati romance,"{""language"": ""Gujarati"", ""genre"": ""Romance""}"
1817,thriller wala wali movie,"{""mood"": ""thriller wala""}"
1818,best of farhan akhtar,"{""director"": ""Farhan Akhtar"", ""rating_type"": ""top rated""}"
1819,is rocky aur rani available on SonyLIV,"{""title"": ""Rocky Aur Rani"", ""platform"": ""SonyLIV"", ""query_type"": ""availability""}"
1820,movies like war,"{""similar_to"": ""War""}"
1821,gujarati biopic web series,"{""language"": ""Gujarati"", ""genre"": ""Biopic"", ""content_type"": ""Web Series""}"
1822,koi thriller wala movie suggest karo,"{""mood"": ""thriller wala""}"
1823,vijay ka sultan,"{""actor"": ""Vijay Deverakonda"", ""title"": ""Sultan""}"
1824,andhadhun jaisi movie,"{""similar_to"": ""Andhadhun""}"
1825,mollywood crime web series,"{""language"": ""Malayalam"", ""genre"": ""Crime"", ""content_type"": ""Web Series""}"
1826,best drama movies of 2020,"{""genre"": ""Drama"", ""year"": 2020, ""rating_type"": ""top rated""}"
1827,aspirants good hai ya nahi,"{""title"": ""Aspirants"", ""rating_type"": ""top rated""}"
1828,gulabo sitabo jesi film suggest karo,"{""similar_to"": ""Gulabo Sitabo""}"
1829,marathi action movies,"{""language"": ""Marathi"", ""genre"": ""Action""}"
1830,movies like freddy,"{""similar_to"": ""Freddy""}"
1831,bhai ki best movie,"{""actor"": ""Salman Khan"", ""rating_type"": ""top rated""}"
1832,mard ko dard nahi hota good hai ya nahi,"{""title"": ""Mard Ko Dard Nahi Hota"", ""rating_type"": ""top rated""}"
1833,katrina film jailer,"{""actor"": ""Katrina Kaif"", ""title"": ""Jailer""}"
1834,gadar 2 with dulquer,"{""actor"": ""Dulquer Salmaan"", ""title"": ""Gadar 2""}"
1835,nawazuddin new movie dilwale dulhania le jayenge,"{""actor"": ""Nawazuddin Siddiqui"", ""title"": ""Dilwale Dulhania Le Jayenge"", ""recency"": ""latest""}"
1836,ayushman superhit movies,"{""actor"": ""Ayushmann Khurrana"", ""rating_type"": ""hit""}"
1837,best b'wood OTT show,"{""content_type"": ""Web Series"", ""rating_type"": ""top rated"", ""language"": ""Hindi""}"
1838,is varisu available on SonyLIV,"{""title"": ""Varisu"", ""platform"": ""SonyLIV"", ""query_type"": ""availability""}"
1839,top rated Bhojpuri supernatural,"{""language"": ""Bhojpuri"", ""genre"": ""Supernatural"", ""rating_type"": ""top rated""}"
1840,drishyam 2 jesi film suggest karo,"{""similar_to"": ""Drishyam 2""}"
1841,dabangg wala new movie sultan,"{""title"": ""Sultan"", ""recency"": ""latest"", ""actor"": ""Salman Khan""}"
1842,bebo wali fukrey 3,"{""actor"": ""Kareena Kapoor"", ""title"": ""Fukrey 3""}"
1843,dips film uri,"{""title"": ""Uri"", ""actor"": ""Deepika Padukone""}"
1844,mohanlal wali kabir singh,"{""actor"": ""Mohanlal"", ""title"": ""Kabir Singh""}"
1845,movies by hirani,"{""director"": ""Rajkumar Hirani""}"
1846,sci-fi movies of vidya,"{""actor"": ""Vidya Balan"", ""genre"": ""Sci-Fi""}"
1847,thalaivar ki films,"{""actor"": ""Rajinikanth""}"
1848,is tiger zinda hai available on YouTube,"{""title"": ""Tiger Zinda Hai"", ""platform"": ""YouTube"", ""query_type"": ""availability""}"
1849,punjabi biopic,"{""language"": ""Punjabi"", ""genre"": ""Biopic""}"
1850,skanda rating,"{""title"": ""Skanda"", ""query_type"": ""rating/review""}"
1851,crime movies of badshah,"{""genre"": ""Crime"", ""actor"": ""Shah Rukh Khan""}"
1852,nawaz new film,"{""actor"": ""Nawazuddin Siddiqui"", ""recency"": ""latest""}"
1853,top rated Bengali romance,"{""language"": ""Bengali"", ""genre"": ""Romance"", ""rating_type"": ""top rated""}"
1854,is ludo available on Netflix,"{""title"": ""Ludo"", ""platform"": ""Netflix"", ""query_type"": ""availability""}"
1855,ludo review,"{""title"": ""Ludo"", ""query_type"": ""rating/review""}"
1856,kushi full movie,"{""title"": ""Kushi""}"
1857,top telugu lo romance movies,"{""language"": ""Telugu"", ""genre"": ""Romance"", ""rating_type"": ""top rated""}"
1858,is brahmastra on MX Player,"{""title"": ""Brahmastra"", ""platform"": ""MX Player""}"
1859,rajini ki best comedy film,"{""actor"": ""Rajinikanth"", ""genre"": ""Comedy"", ""rating_type"": ""top rated""}"
1860,aamir wali bard of blood,"{""actor"": ""Aamir Khan"", ""title"": ""Bard of Blood""}"
1861,if you liked thappad,"{""similar_to"": ""Thappad""}"
1862,thappad online,"{""title"": ""Thappad""}"
1863,sandalwood 2024,"{""year"": 2024, ""language"": ""Kannada""}"
1864,is tiger zinda hai available on Jio Cinema,"{""title"": ""Tiger Zinda Hai"", ""platform"": ""Jio Cinema"", ""query_type"": ""availability""}"
1865,ulaganayagan ponniyin selvan movie,"{""title"": ""Ponniyin Selvan"", ""actor"": ""Kamal Haasan""}"
1866,thriller wala movie,"{""mood"": ""thriller wala""}"
1867,aamir khan thunivu movie,"{""actor"": ""Aamir Khan"", ""title"": ""Thunivu""}"
1868,top rated Hindi historical,"{""language"": ""Hindi"", ""genre"": ""Historical"", ""rating_type"": ""top rated""}"
1869,mr perfectionist wali movie,"{""actor"": ""Aamir Khan""}"
1870,alia wali mard ko dard nahi hota,"{""actor"": ""Alia Bhatt"", ""title"": ""Mard Ko Dard Nahi Hota""}"
1871,happy night movie,"{""mood"": ""happy""}"
1872,new tollywood sci-fi,"{""language"": ""Telugu"", ""genre"": ""Sci-Fi"", ""recency"": ""latest""}"
1873,is gadar 2 available on YouTube,"{""title"": ""Gadar 2"", ""platform"": ""YouTube"", ""query_type"": ""availability""}"
1874,bramayugam ke jaise aur koi hai kya,"{""similar_to"": ""Bramayugam""}"
1875,bangla family,"{""language"": ""Bengali"", ""genre"": ""Family""}"
1876,rk ki films,"{""actor"": ""Ranbir Kapoor""}"
1877,vikram vedha streaming kahan hai,"{""title"": ""Vikram Vedha"", ""query_type"": ""availability""}"
1878,sacred games online,"{""title"": ""Sacred Games""}"
1879,what are good mystery films on MX Player,"{""genre"": ""Mystery"", ""platform"": ""MX Player"", ""rating_type"": ""top rated""}"
1880,mallu film action web series,"{""language"": ""Malayalam"", ""genre"": ""Action"", ""content_type"": ""Web Series""}"
1881,nawazuddin ki best movie,"{""actor"": ""Nawazuddin Siddiqui"", ""rating_type"": ""top rated""}"
1882,akki new movie beast,"{""title"": ""Beast"", ""recency"": ""latest"", ""actor"": ""Akshay Kumar""}"
1883,is badhaai ho good,"{""title"": ""Badhaai Ho"", ""rating_type"": ""top rated""}"
1884,gujarati 2019,"{""year"": 2019, ""language"": ""Gujarati""}"
1885,tamil horror,"{""language"": ""Tamil"", ""genre"": ""Horror""}"
1886,kareena superhit movies,"{""actor"": ""Kareena Kapoor"", ""rating_type"": ""hit""}"
1887,nawaz film manjummel boys,"{""actor"": ""Nawazuddin Siddiqui"", ""title"": ""Manjummel Boys""}"
1888,sad malayalam film,"{""mood"": ""sad"", ""language"": ""Malayalam""}"
1889,panchayat OTT release,"{""title"": ""Panchayat"", ""query_type"": ""availability""}"
1890,sandalwood OTT show,"{""content_type"": ""Web Series"", ""language"": ""Kannada""}"
1891,vikram vedha imdb rating,"{""title"": ""Vikram Vedha"", ""query_type"": ""rating/review""}"
1892,premalu OTT release,"{""title"": ""Premalu"", ""query_type"": ""availability""}"
1893,sanjay bhansali ki film,"{""director"": ""Sanjay Leela Bhansali""}"
1894,bhojpuri sci-fi movies,"{""language"": ""Bhojpuri"", ""genre"": ""Sci-Fi""}"
1895,sallu wali movie,"{""actor"": ""Salman Khan""}"
1896,action packed night movie,"{""mood"": ""action packed""}"
1897,is dangal available on Jio Cinema,"{""title"": ""Dangal"", ""platform"": ""Jio Cinema"", ""query_type"": ""availability""}"
1898,kangana ka aspirants,"{""actor"": ""Kangana Ranaut"", ""title"": ""Aspirants""}"
1899,top rated Kannada action,"{""language"": ""Kannada"", ""genre"": ""Action"", ""rating_type"": ""top rated""}"
1900,darling wali freddy,"{""title"": ""Freddy"", ""actor"": ""Prabhas""}"
1901,best dark comedy movies of 2024,"{""genre"": ""Dark comedy"", ""year"": 2024, ""rating_type"": ""top rated""}"
1902,fahadh ka fukrey 3,"{""actor"": ""Fahadh Faasil"", ""title"": ""Fukrey 3""}"
1903,skanda with vicky,"{""actor"": ""Vicky Kaushal"", ""title"": ""Skanda""}"
1904,dulquer dark comedy 2025,"{""actor"": ""Dulquer Salmaan"", ""genre"": ""Dark comedy"", ""year"": 2025}"
1905,movies starring tiger shroff,"{""actor"": ""Tiger Shroff""}"
1906,srk article 15 movie,"{""actor"": ""Shah Rukh Khan"", ""title"": ""Article 15""}"
1907,new tamil comedy,"{""language"": ""Tamil"", ""genre"": ""Comedy"", ""recency"": ""latest""}"
1908,vijay deverakonda film varisu,"{""actor"": ""Vijay Deverakonda"", ""title"": ""Varisu""}"
1909,phone bhoot rating,"{""title"": ""Phone Bhoot"", ""query_type"": ""rating/review""}"
1910,malayalam crime film,"{""language"": ""Malayalam"", ""genre"": ""Crime""}"
1911,family action movies 2018,"{""genre"": ""Action"", ""year"": 2018, ""audience"": ""family""}"
1912,duggu wali movie,"{""actor"": ""Hrithik Roshan""}"
1913,premalu film,"{""title"": ""Premalu""}"
1914,top rated Bhojpuri horror,"{""language"": ""Bhojpuri"", ""genre"": ""Horror"", ""rating_type"": ""top rated""}"
1915,sandalwood sad movie,"{""mood"": ""sad"", ""language"": ""Kannada""}"
1916,mallu film psychological thriller film,"{""language"": ""Malayalam"", ""genre"": ""Psychological thriller""}"
1917,ulaganayagan all movies list,"{""actor"": ""Kamal Haasan""}"
1918,sardar udham review,"{""title"": ""Sardar Udham"", ""query_type"": ""rating/review""}"
1919,nawazuddin haseen dillruba movie,"{""actor"": ""Nawazuddin Siddiqui"", ""title"": ""Haseen Dillruba""}"
1920,bhool bhulaiyaa film,"{""title"": ""Bhool Bhulaiyaa""}"
1921,kareena comedy movie,"{""actor"": ""Kareena Kapoor"", ""genre"": ""Comedy""}"
1922,arjun reddy wala k'wood family,"{""actor"": ""Vijay Deverakonda"", ""genre"": ""Family"", ""language"": ""Tamil""}"
1923,vikram kahan dekhein,"{""title"": ""Vikram"", ""query_type"": ""availability""}"
1924,kollywood action film,"{""language"": ""Tamil"", ""genre"": ""Action""}"
1925,show me Malayalam movies from 2020,"{""language"": ""Malayalam"", ""year"": 2020}"
